Site Folder,url,Multimodal_Decision,Image Phish Score,Image_Decision,Text Phish Score,Text_Decision,Image Features,Text Features,Fused Features
lomeshdave.com,http://lomeshdave.com/wp-includes/docx/Kasafinal/fud/d56655bde5f2c0353255b1970a61721d,phishing,1.0,1,0.7,1,1.00|1.00|0.97|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2390|0.2390|0.2313|0.2390|0.2390|0.2390|0.0000|0.1912|0.0025|0.0000|0.0000|0.0000|0.2390|0.0000|0.2390|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
johanlochner-files.000webhostapp.com,http://johanlochner-files.000webhostapp.com/,phishing,1.0,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0015|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
arvzsozs.000webhostapp.com,https://arvzsozs.000webhostapp.com/login.htm,phishing,1.0,1,0.0,0,1.00|1.00|0.97|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.2262|0.2262|0.2189|0.2262|0.2262|0.2262|0.2262|0.1810|0.0003|0.0000|0.0000|0.0000|0.2262|0.0000|0.2262|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000
centerofbiopolitics.com,https://centerofbiopolitics.com/zx/xca/qw/modifi/modifi/yx/d/indexa.php,phishing,1.0,1,0.7,1,1.00|1.00|0.96|1.00|1.00|0.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2391|0.2391|0.2307|0.2391|0.2391|0.0000|0.2391|0.1913|0.0004|0.0000|0.0000|0.0000|0.2391|0.0000|0.2391|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
orthotruth.com,http://orthotruth.com/wp-content/upgrade/applekeystoreKey6781688ltunesconnectkey8913/login/billingcards.php?id=update_payment?457670614ab7780a11b7f5ef8d04187ed2378300386a774fcb134dd92d9fe1d9,phishing,1.0,1,0.7,1,1.00|1.00|0.97|1.00|1.00|0.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2541|0.2541|0.2477|0.2541|0.2541|0.0000|0.0000|0.2033|0.0003|0.0000|0.0000|0.0000|0.2541|0.0000|0.2541|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
animalwelfareinc.org_duplicate,http://animalwelfareinc.org/wp-content/themes/ado/adobelatest/adbx/home/error.php,phishing,1.0,1,1.07,1,1.00|1.00|0.95|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2394|0.2394|0.2280|0.2394|0.2394|0.2394|0.0000|0.1915|0.0031|0.0000|0.0000|0.0000|0.2394|0.0000|0.2394|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
being-in-contact.de,https://being-in-contact.de/voice/otk.php?authlink=offb231101,phishing,1.0,1,0.7,1,1.00|1.00|0.97|1.00|1.00|0.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2390|0.2390|0.2312|0.2390|0.2390|0.0000|0.2390|0.1912|0.0004|0.0000|0.0000|0.0000|0.2390|0.0000|0.2390|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
track-au.newmagz.com,http://track-au.newmagz.com/ga/click/2-105738506-5019-162469-297725-199357-9373c41463-a17f4c1ae3,benign,0.0,0,0.2,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.7000
beautiinthecity.com_duplicate,https://beautiinthecity.com/error/2020boa/Home/security.php?cmd=_account-details&session=145fe50ac3dba021a11f83c2f6976560&dispatch=b3dd71ed0608bdb2393f9f0c77dc4af7c686a741,phishing,1.0,1,1.2,1,1.00|1.00|0.97|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|1.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.20,0.2262|0.2262|0.2193|0.2262|0.2262|0.2262|0.2262|0.1809|0.0011|0.0000|0.0000|0.0000|0.2262|0.0000|0.2262|0.1100|0.1100|0.1100|0.1100|0.1100|0.1100|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1320
smartsolutions.ke,http://smartsolutions.ke/wp-admin/js/post/china/logistic/intraship/emss.php,phishing,1.0,1,0.7,1,1.00|1.00|0.94|1.00|1.00|1.00|0.00|0.80|0.03|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2396|0.2396|0.2262|0.2396|0.2396|0.2396|0.0000|0.1917|0.0062|0.0000|0.0000|0.0000|0.2396|0.0000|0.2396|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
joinremi.com,https://joinremi.com/am/chinaEMS/china/logistic/intraship/emss.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=kys41111@hanmail.net,phishing,1.0,1,0.7,1,1.00|1.00|0.94|1.00|1.00|1.00|1.00|0.80|0.03|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2267|0.2267|0.2140|0.2267|0.2267|0.2267|0.2267|0.1814|0.0059|0.0000|0.0000|0.0000|0.2267|0.0000|0.2267|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
effafrica.org_duplicate,https://effafrica.org/wp-content/redirection/Netflix_update/d6baf65e0b240ce177cf70da146c8dc8/signin.php?country=US-United+States&amp;lang=en,phishing,1.0,1,0.7,1,1.00|1.00|0.99|1.00|1.00|1.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2257|0.2257|0.2232|0.2257|0.2257|0.2257|0.2257|0.1806|0.0020|0.0000|0.0000|0.0000|0.2257|0.0000|0.2257|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
att.jpdmi.com,https://att.jpdmi.com/2019/500255-LP/index.php?acct=915902553,phishing,1.0,1,0.53,1,1.00|1.00|0.94|1.00|1.00|0.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.2397|0.2397|0.2255|0.2397|0.2397|0.0000|0.2397|0.1918|0.0010|0.0000|0.0000|0.0000|0.2397|0.0000|0.2397|0.1655|0.1655|0.0000|0.0000|0.1655|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0882
unionheightsresidental.com,http://unionheightsresidental.com/file,phishing,1.0,1,1.07,1,1.00|1.00|0.97|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2390|0.2390|0.2315|0.2390|0.2390|0.2390|0.0000|0.1912|0.0012|0.0000|0.0000|0.0000|0.2390|0.0000|0.2390|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
thelegacywb-web-inv.tk,https://thelegacywb-web-inv.tk/adobe/PDF/security/,phishing,1.0,1,0.82,1,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.82,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0051|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.1259|0.1259|0.1259|0.0000|0.1259|0.1259|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1038
reberryllla11.com,http://reberryllla11.com/ama/mazon/amazon/,phishing,1.0,1,0.7,1,1.00|1.00|0.98|1.00|1.00|0.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2540|0.2540|0.2481|0.2540|0.2540|0.0000|0.0000|0.2032|0.0013|0.0000|0.0000|0.0000|0.2540|0.0000|0.2540|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
rangsltdinventory.com,https://rangsltdinventory.com/wp-sales/1/cmd-login=605754a1308a2bdf98ccdc9e2b21f3cd/index.php,phishing,1.0,1,0.24,0,1.00|1.00|0.97|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2263|0.2263|0.2184|0.2263|0.2263|0.2263|0.2263|0.1810|0.0008|0.0000|0.0000|0.0000|0.2263|0.0000|0.2263|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
auditorycornelia.com,https://auditorycornelia.com/404.shtml,phishing,1.0,1,0.2,0,1.00|1.00|0.97|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2262|0.2262|0.2188|0.2262|0.2262|0.2262|0.2262|0.1810|0.0006|0.0000|0.0000|0.0000|0.2262|0.0000|0.2262|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
facebook.kangleigeeks.in,http://facebook.kangleigeeks.in/,phishing,1.0,1,0.37,0,1.00|1.00|0.98|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.2386|0.2386|0.2346|0.2386|0.2386|0.2386|0.0000|0.1909|0.0004|0.0000|0.0000|0.0000|0.2386|0.0000|0.2386|0.0000|0.0000|0.2053|0.0000|0.2053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0754
siffjeddah.com,http://siffjeddah.com/upload/login.alibaba/images/login.htm,benign,0.0,0,0.2,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.7000
adobe.com.uhat.tk,https://adobe.com.uhat.tk/rqz0hd4nlv6j/Validation,benign,0.0,0,0.2,0,1.00|0.00|0.78|0.00|0.00|0.00|1.00|0.50|0.01|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.3562|0.0000|0.2787|0.0000|0.0000|0.0000|0.3562|0.1781|0.0031|0.0000|0.3562|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
auth-owa-77.uc.r.appspot.com,https://auth-owa-77.uc.r.appspot.com/owanew.html,phishing,1.0,1,0.2,0,1.00|1.00|0.93|1.00|1.00|1.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2271|0.2271|0.2111|0.2271|0.2271|0.2271|0.2271|0.1816|0.0021|0.0000|0.0000|0.0000|0.2271|0.0000|0.2271|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
35.247.31.95_duplicate,http://35.247.31.95/go/e1eeed8eee13f5554c38a512a/update/complete.php?ip=84.92.134.195,benign,0.6,0,0.2,0,1.00|1.00|0.99|1.00|0.00|0.00|0.00|0.80|0.01|0.00|0.00|0.00|0.00|0.00|0.60,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.3138|0.3138|0.3099|0.3138|0.0000|0.0000|0.0000|0.2511|0.0032|0.0000|0.0000|0.0000|0.0000|0.0000|0.1883|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
effafrica.org,https://effafrica.org/wp-content/redirection/Netflix_update/706bf9581a8f1747195e5c190835a9bc/signin.php?country=US-United+States&amp;lang=en,phishing,1.0,1,0.7,1,1.00|1.00|0.99|1.00|1.00|1.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2257|0.2257|0.2232|0.2257|0.2257|0.2257|0.2257|0.1806|0.0020|0.0000|0.0000|0.0000|0.2257|0.0000|0.2257|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
passportabaitbacom.000webhostapp.com,https://passportabaitbacom.000webhostapp.com/Ali--S/alibaba/Login.htm,phishing,1.0,1,0.24,0,1.00|1.00|0.95|1.00|1.00|0.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2396|0.2396|0.2270|0.2396|0.2396|0.0000|0.2396|0.1916|0.0025|0.0000|0.0000|0.0000|0.2396|0.0000|0.2396|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
smartcloudfiles-2020.nw.r.appspot.com,https://smartcloudfiles-2020.nw.r.appspot.com/index.html,benign,0.0,0,0.24,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.6804|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1646
www.indataxistnd.com,http://www.indataxistnd.com/wake/Adobe2.php,phishing,1.0,1,1.07,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0019|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
toldoselosegui.fr,http://toldoselosegui.fr/Applesuccuresuppport/apple1/id/qplod/login-info-id/uplod/bloked/verify/card.php,phishing,1.0,1,0.7,1,1.00|1.00|0.96|1.00|1.00|0.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2546|0.2546|0.2438|0.2546|0.2546|0.0000|0.0000|0.2037|0.0004|0.0000|0.0000|0.0000|0.2546|0.0000|0.2546|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
asmonzs.000webhostapp.com,https://asmonzs.000webhostapp.com/ap-login.htm,phishing,1.0,1,0.2,0,1.00|1.00|0.97|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2262|0.2262|0.2189|0.2262|0.2262|0.2262|0.2262|0.1810|0.0003|0.0000|0.0000|0.0000|0.2262|0.0000|0.2262|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
staging.zoelifespasalon.com,http://staging.zoelifespasalon.com/wp/wp-content/wpp/owa/uvic/uvic.html,phishing,1.0,1,0.2,0,1.00|1.00|0.93|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2400|0.2400|0.2237|0.2400|0.2400|0.2400|0.0000|0.1920|0.0020|0.0000|0.0000|0.0000|0.2400|0.0000|0.2400|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
czystek.net.pl,http://czystek.net.pl/hilfe/blue,phishing,0.6,0,0.7,1,1.00|1.00|0.85|1.00|0.00|0.00|0.00|0.70|0.01|0.00|1.00|0.85|0.00|0.00|0.60,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2790|0.2790|0.2371|0.2790|0.0000|0.0000|0.0000|0.1953|0.0018|0.0000|0.2790|0.2371|0.0000|0.0000|0.1674|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
my-type.nichost.ru_duplicate,http://my-type.nichost.ru/includes/www.netflix.com/desktop/conta/inicio119290181912.php?tork=4FENRJ8L4FEN-NO8H-4FENNO8HNO8H-YCIBNO8H,phishing,1.0,1,0.37,0,1.00|1.00|0.98|1.00|1.00|0.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.2538|0.2538|0.2497|0.2538|0.2538|0.0000|0.0000|0.2030|0.0019|0.0000|0.0000|0.0000|0.2538|0.0000|0.2538|0.0000|0.0000|0.2053|0.0000|0.2053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0754
sercarindustriales.cl,http://sercarindustriales.cl/AT/att,phishing,1.0,1,0.7,1,1.00|1.00|0.90|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2408|0.2408|0.2168|0.2408|0.2408|0.2408|0.0000|0.1926|0.0006|0.0000|0.0000|0.0000|0.2408|0.0000|0.2408|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
paypal-verification.applmanager.com,http://paypal-verification.applmanager.com/customer_center/user-434651/,phishing,1.0,1,0.7,1,1.00|1.00|0.95|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2396|0.2396|0.2269|0.2396|0.2396|0.2396|0.0000|0.1917|0.0008|0.0000|0.0000|0.0000|0.2396|0.0000|0.2396|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
diyar.uz,https://diyar.uz/192837560311ocKontaktiert3A2F2F2Fws2FISAPIdllFM2MContact26item3D14276952031426requested3Kundenservice-raiuyyuuft.fmd.html,phishing,1.0,1,0.47,0,1.00|1.00|0.97|1.00|1.00|1.00|1.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.47,0.2261|0.2261|0.2194|0.2261|0.2261|0.2261|0.2261|0.1809|0.0009|0.0000|0.0000|0.0000|0.2261|0.0000|0.2261|0.1671|0.0000|0.1671|0.0000|0.1671|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0787
nightvision.tech,http://nightvision.tech/assets/formoid/categories/catalogues/view/show,phishing,1.0,1,0.2,0,1.00|1.00|0.91|1.00|1.00|1.00|0.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2405|0.2405|0.2194|0.2405|0.2405|0.2405|0.0000|0.1924|0.0021|0.0000|0.0000|0.0000|0.2405|0.0000|0.2405|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
35.247.31.95,http://35.247.31.95/go/2958ae6ba5e57d755adfa91e9/update/complete.php?ip=103.62.48.227,benign,0.0,0,0.2,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.7000
owawebappv5.nw.r.appspot.com,https://owawebappv5.nw.r.appspot.com/login.php?email_&amp;cas.cloudplatform1.com/owa/auth/logon.aspx?replaceCurrent_1&amp;url_https://cas.cloudplatform1.com/owa,phishing,1.0,1,0.2,0,1.00|1.00|0.93|1.00|1.00|1.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2271|0.2271|0.2111|0.2271|0.2271|0.2271|0.2271|0.1816|0.0021|0.0000|0.0000|0.0000|0.2271|0.0000|0.2271|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
bluebonneths-web-doc.cf,https://bluebonneths-web-doc.cf/adobe/email/security,phishing,1.0,1,0.82,1,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.02|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.82,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0051|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.1259|0.1259|0.1259|0.0000|0.1259|0.1259|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1038
netflix.support.recovery-mode-vls.com,https://netflix.support.recovery-mode-vls.com/Files/Login.php,phishing,1.0,1,0.37,0,1.00|1.00|0.99|1.00|1.00|1.00|1.00|0.80|0.01|0.00|0.00|0.00|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.2258|0.2258|0.2225|0.2258|0.2258|0.2258|0.2258|0.1806|0.0017|0.0000|0.0000|0.0000|0.2258|0.0000|0.2258|0.0000|0.0000|0.2053|0.0000|0.2053|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0754
froliclee.000webhostapp.com,http://froliclee.000webhostapp.com/,benign,0.0,0,0.41,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4756|0.4756|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1940
f0460516.xsph.ru,http://f0460516.xsph.ru/EMS/ni/emss.php,phishing,1.0,1,0.7,1,1.00|1.00|0.94|1.00|1.00|1.00|0.00|0.80|0.03|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2396|0.2396|0.2262|0.2396|0.2396|0.2396|0.0000|0.1917|0.0062|0.0000|0.0000|0.0000|0.2396|0.0000|0.2396|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
news.svnhforum.com,http://news.svnhforum.com/wp-content/plugins/legend/brain/login/,phishing,1.0,1,0.7,1,1.00|1.00|0.92|1.00|1.00|1.00|0.00|0.80|0.00|0.00|0.00|0.00|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2404|0.2404|0.2202|0.2404|0.2404|0.2404|0.0000|0.1923|0.0005|0.0000|0.0000|0.0000|0.2404|0.0000|0.2404|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
